Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,The bones all throughout her body made sounds like twigs being stepped on as they readily cracked and broke.,"As the bones all over her body made a sound like twigs being stepped on, they cracked readily and broke apart. ","As the bones all over her body made a sound like twigs being stepped on, they cracked readily and broke.",全身の骨がポキポキと小枝を踏み折るような音を立てながら、簡単にひびが入り、折れていく。,[=JP],"А затем кости по всему её телу издали звук, который издают сухие веточки, когда на них наступают, с готовностью треснули и сломались.","Os ossos por todo seu corpo fizeram barulho, como galhos rachados, sendo pisoteados e quebrando.",她全身的骨头边发出如踩断树枝般的啪嚓啪嚓声，边被轻轻松松地接连扭断。,她全身的骨頭邊發出如踩斷樹枝般的啪嚓啪嚓聲，邊被輕輕鬆鬆地接連扭斷。,"Le ossa di tutto il suo corpo fecero un suono come di rametti calpestati, senza sforzo si incrinarono e si ruppero.",Los huesos de todo su cuerpo hicieron un sonido como de ramas siendo pisoteadas y fácilmente se agrietaron y rompieron.,ﺃﺻﺪﺭﺕ ﺍﻟﻌﻈﺎﻡ ﻓﻲ ﺟﺴﺪِﻫﺎ ﻛﻠﻪ ﺃﺻﻮﺍﺗﺎً ﻛﺄﻏﺼﺎﻥٍ ﺗُﺪﺍﺱ ﻭﺗﺘﺸﻘﻖ ﻭﺗﻨﻜﺴﺮ ﺑﻮﻫﻦ.
,".........Rosa vaguely understood. The massive arms are probably......my own arms, from the time I tore Sakutarou apart.","......Rosa had understood vaguely. The massive arms were probably...her own arms, from the time she'd torn Sakutarou apart. ",".........Rosa had understood vaguely.The massive arms were probably, ......her own arms, from the time she had torn Sakutarou apart.",………楼座は薄っすら理解していた。その巨大な腕は多分、……さくたろうを引き裂いた時の、自分の腕なのだ。,[=JP],".........Роза смутно поняла. Массивными руками наверняка... были её собственные руки, когда она разорвала Сакутаро.",".........Rosa entendeu vagamente aquilo. Aqueles grandes braços provavelmente eram......meus próprios braços, de quanto eu rasguei o Sakutarou ao meio.",………楼座淡淡地明白了。这双巨大的手臂，……多半就是撕破樱太郎时的，自己的手臂。,………樓座淡淡地明白了。這雙巨大的手臂，……多半就是撕破櫻太郎時的，自己的手臂。,"... Rosa l'aveva vagamente capito. Il braccio enorme probabilmente era... il suo stesso braccio, come nel momento in cui lei aveva fatto a pezzi Sakutarou.","... Rosa había entendido vagamente. Esos enormes brazos probablemente eran... sus propios brazos, de la vez en que había desgarrado a Sakutaro.",.........ﺃﺩﺭﻛﺖ ﺭﻭﺯﺍ ﺑﺨﻔﺔٍ ﻣﺎ ﻛﺎﻥ ﻳﺤﺪﺙ. ﺗﻠﻚ ﺍﻷﺫﺭﻉ ﻫﻲ...... ﺫﺭﺍﻋﺎﻱ ﺃﻧﺎ، ﺫﺭﺍﻋﺎﻱ ﺍﻟﺘﻲ ﻣﺰﻗﺖ ﺑﻬﺎ ﺳﺎﻛﻮﺗﺎﺭﻭ.
,"From a stuffed animal's perspective, my arms must certainly have been this massive.","From a stuffed animal's perspective, her arms certainly would have been this massive. ","From a stuffed animal's perspective, her arms must certainly be this massive.",ぬいぐるみから見れば、自分の腕はきっと、これくらいに巨大だったに違いない。,[=JP],С точки зрения мягкой игрушки её руки наверняка являлись настолько массивными.,"Da perspectiva de um animal de pelúcia, meus braços certamente deviam parecer gigantes.",从娃娃的角度来看，自己的手臂肯定是有如此巨大的吧。,從娃娃的角度來看，自己的手臂肯定是有如此巨大的吧。,"Dalla prospettiva di un animale di peluche, le sue braccia dovevano certamente essere così enormi.","Desde el punto de vista de un animal de peluche, sus brazos ciertamente serían así de grandes.",ﻣﻦ ﻣﻨﻈﻮﺭ ﺩﻣﻴﺔ ﻣﺤﺸﻮﺓ، ﻻ ﺑﺪ ﺃﻥ ﺫﺭﺍﻋﻲّ ﻛﺎﻧﺘﺎ ﺑﻬﺬﻩ ﺍﻟﻀﺨﺎﻣﺔ.
,So I could imagine what would happen next.,So she could imagine what would happen next. ,"So I could imagine what would happen next.",だから、後は想像が付いた。,[=JP],"Поэтому я могла представить, что произойдёт далее.",Eu logo pude imaginar o que viria a seguir.,所以，接下来的事已经预料到了。,所以，接下來的事已經預料到了。,Quindi potevo immaginare che cosa sarebbe successo dopo.,Así que podía imaginar qué seguiría.,ﻟﺬﺍ ﻛﺎﻥ ﺑﺈﻣﻜﺎﻧﻲ ﺗﺨﻴﻞ ﻣﺎ ﺳﻴﺤﺪﺙ ﺑﻌﺪﻫﺎ.
,"......The sharp nails stuck strongly into the base of my neck, ......and I heard the skin tearing with my own ears.","...The sharp nails stuck deep into the base of her neck, ...and she heard the skin tearing with her own ears. ","......The sharp nails stuck strongly into the base of my neck, ......and I heard the skin tearing with my own ears.",……鋭い爪が私の首の根元に強く立てられ、……びりびりと皮膚が裂けていく音を自らの耳で聞く。,[=JP],"......Острые ногти с силой вонзились в основание моей шеи... и я своими ушами услышала, как рвётся кожа.","......As unhas afiadas vigorosamente foram fincadas na base do meu pescoço, ......e pude ouvir nitidamente minha pele rasgando.",……锋利的指甲重重扎进我的脖子，……呲啦啦的皮肤开裂之声传进了我的耳朵。,……鋒利的指甲重重扎進我的脖子，……呲啦啦的皮膚開裂之聲傳進了我的耳朵。,... Le unghie affilate si conficcarono con forza alla base del mio collo... e udii la pelle strapparsi con le mie stesse orecchie.,... Las afiladas uñas se clavaron firmemente en mi cuello... y oí la piel desgarrarse con mis propios oídos.,......ﻏُﺮﺳﺖ ﺍﻷﻇﺎﻓﺮ ﺍﻟﺤﺎﺩﺓ ﺑﻘﻮﺓ ﺃﺳﻔﻞ ﻋﻨﻘﻲ، ......ﻭﺳﻤﻌﺖ ﺻﻮﺕ ﺍﻟﺠﻠﺪ ﻳﺘﻤﺰﻕ ﺑﺄﺫﻧﻲ.
,"Then, watched over by the two witches, Rosa's flesh was split in two, top and bottom.","Then, as the two witches watched over her, Rosa's flesh was split in two, top and bottom. ","Then, as the two witches watched over her, Rosa's flesh was split in two, top and bottom.",そして、二人の魔女が見守る前で、楼座の肉体は首から上と下に、分けられた。,[=JP],"А затем на глазах у двух наблюдающих это ведьм, тело Розы разорвало пополам на верхнюю и нижнюю часть.","Então, sendo observada por duas bruxas, o corpo de Rosa se dividiu em dois, cima e baixo.",然后，在两位魔女的注视下，楼座的肉体以脖子为分界线上下分家了。,然後，在兩位魔女的注視下，樓座的肉體以脖子為分界線上下分家了。,"Poi, mentre le due streghe la osservavano, la carne di Rosa venne divisa in due, sopra e sotto.","Luego, mientras ambas brujas observaban, la carne de Rosa se dividió en dos, de arriba y abajo.",ﺛﻢ، ﻭﺗﺤﺖ ﺃﻧﻈﺎﺭ ﺍﻟﺴﺎﺣﺮﺗﻴﻦ، ﺍﻧﺸﻄﺮ ﺟﺴﺪ ﺭﻭﺯﺍ ﺇﻟﻰ ﻧﺼﻔﻴﻦ، ﻋﻠﻮﻱ ﻭﺳﻔﻠﻲ.
,"When Sakutarou had been torn apart, bits of cotton had flown about like snowflakes.","When Sakutarou had been torn apart, bits of cotton had flown about like snowflakes. ","When Sakutarou had been torn apart, bits of cotton had flown about like snowflakes.",さくたろうが引き裂かれた時には、綿埃がまるで粉雪のように舞い散った。,[=JP],"Когда пополам разорвали Сакутаро, из него, подобно снежинкам, вылетели кусочки хлопка.","Quando Sakutarou foi partido ao meio, pedaços de algodão caíram como flocos de neve.",在樱太郎被撕开时，棉絮犹如细雪般飘舞而出。,在櫻太郎被撕開時，棉絮猶如細雪般飄舞而出。,"Quando Sakutarou era stato squarciato, pezzetti di cotone erano volati tutt'intorno, come fiocchi di neve.","Cuando Sakutaro fue estropeado, trozos de algodón fluyeron como copos de nieve.",ﻋﻨﺪﻣﺎ ﺗﻤﺰﻕ ﺳﺎﻛﻮﺗﺎﺭﻭ، ﺗﻄﺎﻳﺮﺕ ﻗﻄﻊ ﻣﻦ ﺍﻟﻘﻄﻦ ﻛﺮﻗﺎﻗﺎﺕ ﺍﻟﺜﻠﺞ.
,"But in Rosa's case, something like thick black tar came out, filthily flying all over the place.","But in Rosa's case, something like black, thick tar came out, filthily flying all over the place. ","But in Rosa's case, something like black, thick tar came out, filthily flying all over the place.",しかし楼座の時には、黒く粘度のあるコールタールのようなものがぶちまけられ、辺りに汚らしく飛び散った。,[=JP],"В случае же с Розой из неё исторглось нечто, напоминающее чёрную, густую смолу, разлетевшуюся и запачкавшую всё вокруг.","Mas no caso de Rosa, algo viscoso, parecido com alcatrão negro, e de péssima qualidade, saiu voando.",可是，楼座被撕开时，却是黑色的、带有粘性的、犹如煤焦油的液体脏兮兮地四周喷溅。,可是，樓座被撕開時，卻是黑色的、帶有粘性的、猶如煤焦油的液體髒兮兮地四周噴濺。,"Ma nel caso di Rosa, venne fuori qualcosa di simile a nero, denso catrame, che si sparse a sporcare tutto intorno.","Pero en el caso de Rosa, algo parecido a un alquitrán negro y espeso salió, cayendo de forma repugnante por todo el lugar.",ﻭﻟﻜﻦ ﻓﻲ ﺣﺎﻟﺔ ﺭﻭﺯﺍ، ﺧﺮﺝ ﺷﻲﺀ ﻛﺎﻟﻘﻄﺮﺍﻥ ﺍﻷﺳﻮﺩ ﺍﻟﻐﻠﻴﻆ، ﻭﺗﻄﺎﻳﺮ ﺑﻘﺬﺍﺭﺓ ﻓﻲ ﻛﻞ ﻣﻜﺎﻥ.
,"There wasn't even a trace of the red of blood.{n}......It was something black, filthy and thick.","There wasn't even a trace of the red of blood. ...It was something black, filthy and thick. ","There wasn't even a trace of the red of blood.......It was something black, filthy and thick.",血の赤など、わずかほどもない。……ドス黒くて汚らしい、どろどろの何かだった。,血の赤など、わずかほどもない。{n}……ドス黒くて汚らしい、どろどろの何かだった。,"Красной крови не было и следа.{n}......Лишь нечто чёрное, грязное и густое.","Não haviam sinais de sangue vermelho.{n}......Era algo preto, imundo e viscoso.",全无血之红色。{n}……那是黑糊糊脏兮兮粘粘的不知什么的东西。,全無血之紅色。{n}……那是黑糊糊髒兮兮粘粘的不知什麼的東西。,"Non c'era nemmeno una traccia del rosso del sangue. ... Era qualcosa di nero, sporco e denso.","No había rastro alguno del color rojo de la sangre.{n}... Era algo negro, asqueroso y espeso.",ﻟﻢ ﻳﻜﻦ ﻫﻨﺎﻙ ﺣﺘﻰ ﺃﺛﺮ ﻟﺤﻤﺮﺓ ﺍﻟﺪﻡ.{n}......ﻟﻘﺪ ﻛﺎﻥ ﺳﺎﺋﻼً ﺃﺳﻮﺩ، ﻗﺬﺭٌ ﻭﻏﻠﻴﻆ.
,"It was probably what a bloodless, tearless human kept inside their body instead.","It was probably what a bloodless, tearless human kept inside their body. ","It was probably what a bloodless, tearless human kept inside their body instead.",それは多分、血も涙もない人間が、その代わりに体内に溜め込んでいる何かに違いなかった。,[=JP],"Должно быть, именно такую субстанцию содержат в себе бескровные и бесслёзные люди.",Provavelmente é o que humanos sem‐sangue e sem‐lágrimas mantém dentro de seus corpos.,这多半肯定是无血无泪的人类那替代血泪所积聚在体内的某种东西吧。,這多半肯定是無血無淚的人類那替代血淚所積聚在體內的某種東西吧。,Era probabilmente ciò che un insensibile umano senza lacrime teneva invece dentro al proprio corpo.,Probablemente era lo que un humano sin sangre o lágrimas tenía dentro de su cuerpo en su lugar.,ﻻ ﺑﺪ ﺃﻧﻪ ﺷﻲﺀ ﺗﺠﻤّﻊ ﺩﺍﺧﻞ ﺇﻧﺴﺎﻥ ﻻ ﻳﻌﺮﻑ ﺍﻟﺪﻡ ﺃﻭ ﺍﻟﺪﻣﻮﻉ، ﻟﻴﺤﻞ ﻣﺤﻠﻬﻤﺎ.
{f:5:Beatrice},"""This is incredible. Hideous! What filthy insides...! That was splendid, {f:5:Maria}. Well then, is this enough for your revenge? Can you forgive your mother, or not? Innocent, or guilty...?!!""","""This is incredible. Hideous! What filthy insides...! Splendidly done, {f:5:Maria}. Well then, is this enough for your revenge? Can you forgive your mother, or not? Innocent...or guilty...?!!"" ","""This is incredible.  Hideous!  What filthy insides...!  That was splendid, MARIA.  Well then, is this enough for your revenge?  Can you forgive your mother, or not?  Innocent, or guilty...?!!""",「これは凄い。醜いッ！　何と汚らわしき中身か…！見事であったぞマリア。さぁどうか、そなたの復讐はこれにて充分か？そなたは母を許せるか、否か？　無罪か、有罪か…！！」,「これは凄い。醜いッ！　何と汚らわしき中身か…！　見事であったぞマリア。さぁどうか、そなたの復讐はこれにて充分か？　そなたは母を許せるか、否か？　無罪か、有罪か…！！」,"""Просто невероятно. Какая гадость! Какие грязные внутренности! Замечательно, {f:5:Мария}. Этого достаточно для твоей мести? В силах ли ты теперь простить свою мать или же нет? Невиновна или виновна?!!""","""É inacreditável! É hediondo! Esse interior imundo...! É esplêndido, {f:5:Maria}.{n}Pois bem, isto é o bastante para sua vingança? Você pode perdoar a sua mãe, ou não? Inocente ou culpada...?!""",「真是骇人啊。丑恶！何等肮脏的内在…！干得漂亮，玛利亚。那么请问，汝之复仇是否就此足矣？汝是原谅妈妈，还是不原谅？无罪，还是有罪…？！！」,「真是駭人啊。醜惡！何等骯髒的內在…！幹得漂亮，瑪利亞。那麼請問，汝之復仇是否就此足矣？汝是原諒媽媽，還是不原諒？無罪，還是有罪…？！！」,"""Questo è incredibile. Orribile! Che interiora sporche...! È stato splendido, MARIA. Beh, allora, questo è stato abbastanza per la tua vendetta? Puoi perdonare tua Madre, o no? Innocente, o colpevole...?!!""","""Es increíble. ¡Horrible! ¡Qué sucia es por dentro!... Espléndido, {f:5:María}. Bueno, entonces, ¿es esto suficiente como venganza? ¿Puedes perdonar a tu madre, o no? ¡¡¿Inocente, o culpable?!!...""","""ﻳﺎ ﻟﻠﻬﻮﻝ، ﻳﺎ ﻟﻬﺬﻩ ﺍﻟﺒﺸﺎﻋﺔ! ﻣﺎ ﺃﺷﺪ ﻧﺠﺎﺳﺔ ﺟﻮﻓﻚِ ﻫﺬﺍ...! ﺃﺣﺴﻨﺖِ ﻳﺎ {f:7:ﻣﺎﺭﻳﺎ}. ﺣﺴﻨﺎً ﺇﺫﻥ، ﻫﻞ ﺍﺷﻔﻴﺖِ ﻏﻠﻴﻠﻚ ﺑﻬﺬﺍ؟ ﻫﻞ ﻳﻤﻜﻨﻚِ ﻣﺴﺎﻣﺤﺔ ﻭﺍﻟﺪﺗﻚِ ﺃﻡ ﻻ؟ ﺑﺮﻳﺌﺔ، ﺃﻡ ﻣُﺪﺍﻧﺔ...؟!!"""
Ushiromiya Maria,"""Can't forgive!! Still can't forgive, guilty...!!!""","""I can't forgive her!! Still can't forgive her, she's guilty...!!!"" ","""Can't forgive!!  Still can't forgive, guilty...!!!""",「許せないッ！！　まだまだ許せない、有罪だッ…！！！」,[=JP],"""Не прощаю! Всё ещё не могу простить! Виновна!!!""","""Imperdoável!! Ainda não posso perdoar, culpada...!!!""",「不原谅！！还不原谅，有罪…！！！」,「不原諒！！還不原諒，有罪…！！！」,"""Non posso perdonare!! Ancora non posso perdonare, colpevole...!!!""","""¡¡No puedo perdonarla!! No puedo todavía, ¡¡¡culpable!!!...""","""ﻻ ﺃﺳﺎﻣﺢ!! ﻣﺎ ﺯﻟﺖ ﻻ ﺃﺳﺘﻄﻴﻊ ﻣﺴﺎﻣﺤﺘﻬﺎ، ﻣُﺪﺍﻧﺔ...!!!"""
,"{f:5:Beatrice} brandished her pipe wand, and a surge of gold butterflies regenerated Rosa's broken body in an instant...","When {f:5:Beatrice} brandished her pipe cane, gold butterflies seeped up and restored Rosa's broken flesh in an instant... ","When Beatrice brandished her pipe cane, gold butterflies seeped up and restored Rosa's broken flesh in an instant...",ベアトリーチェが煙管のケーンを振るうと、黄金の蝶たちが湧き出して、楼座の砕けた肉体をあっという間に再生してしまう…。,[=JP],"Когда {f:5:Беатриче} взмахнула служащей ей волшебной тростью курительной трубкой, возникли золотые бабочки и сгустившись, в один момент восстановили порванную плоть Розы...","{f:5:Beatrice} brandiu seu cachimbo de estilo oriental, e uma profusão de borboletas douradas regenerou o corpo quebrado de Rosa instantaneamente...",贝阿朵莉切挥了挥烟管魔杖，黄金蝶从四周涌出，在瞬息之间，就使楼座的肉体拼好重生…。,貝阿朵莉切揮了揮煙管魔杖，黃金蝶從四周涌出，在瞬息之間，就使樓座的肉體拼好重生…。,"Come Beatrice brandì la canna della sua pipa, farfalle dorate comparvero e curarono in un istante la carne distrutta di Rosa...","Cuando {f:5:Beatrice} blandió su pipa, mariposas doradas se reunieron y restauraron la carne destruida de Rosa en un instante...",ﻟﻮﺣﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺑﻐﻠﻴﻮﻧﻬﺎ ﺍﻟﺬﻫﺒﻲ، ﻭﺃﺣﻴﺖ ﻣﻮﺟﺔ ﻣﻦ ﺍﻟﻔﺮﺍﺷﺎﺕ ﺍﻟﺬﻫﺒﻴﺔ ﺟﺴﺪ ﺭﻭﺯﺍ ﺍﻟﻤﻤﺰﻕ ﻓﻲ ﻟﺤﻈﺔ...
