Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR)
Chiester410,"""Nihi! First one in nyeh!! Hyahhah!!""","""Nihi! First one in, nyeh!! Hyahhah!!"" ","""Nihi!  First one in, nyeh!!  Hyahhah!!""",「にひ！　一番乗りだにぇ！！　ヒャッハッ！！」,[=JP],"""Нихи! Первый пошёл, ньех! Хья‐ха!""","""Nihi! O primeiro é meu, nyeh!! Hyahhah!!""",「泥嘻！头功归我了捏！！吓哈！！」,「泥嘻！頭功歸我了捏！！嚇哈！！」,"""Nihi! Primo in arrivo, nyeh!! Hyahhah!!""",[=UP],"""¡Niji! ¡¡Primer objetivo fijado, nyeh!! ¡¡Jyajjah!!""","""ﻧﻴﻬﻲ! ﺃﻧﺎ ﺍﻷﻭﻟﻰ ﻧﻴﺎﻩ!! ﻫﻴﺎﻫﺎ!!"""
,"As 410 scratched the air with her finger, a golden bow appeared in empty space, and its string was pulled back.","When 410 scratched the air with her finger, a golden bow appeared in empty space, and she pulled its string. ","When 410 scratched the air with her finger, a golden bow appeared in empty space, and she pulled its string.",４１０が宙を指で掻くと、虚空に黄金の弓が現れ、その弦を引く。,[=JP],"Стоило 410 почесать воздух пальцем, как из ниоткуда в пустом пространстве возник золотой лук, тетиву которого она натянула.","Quando 410 arranhou o ar com seu dedo, um arco dourado apareceu em meio ao espaço vazio, e sua corda foi puxada para trás.",410 临空弯指一拉，虚空中顿时出现了黄金弓，绷紧了弓弦。,410 臨空彎指一拉，虛空中頓時出現了黃金弓，綳緊了弓弦。,"Quando 410 graffiò l'aria con le sue dita, apparve un arco dorato nello spazio vuoto, e ne tese la corda.",[=UP],"Cuando 410 arañó el aire con su dedo, un arco dorado apareció de la nada, y ella tiró del cordel.",ﻟﻮﺣﺖ 014 ﺑﺈﺻﺒﻌﻬﺎ، ﻓﻈﻬﺮ ﻓﻲ ﺍﻟﺨﻼﺀ ﻗﻮﺱٌ ﺫﻫﺒﻲ، ﺛﻢ ﺳﺤﺒﺖ ﻭﺗﺮﻩ.
,"The golden arrow that had been readied there was fired off without any hesitation, flew around the room leaving haphazard gold trails everywhere, .........and from among those sitting at the table of the family conference, it chose Natsuhi, and pulverized the left half of her face.","The golden arrow that had been readied there was fired off without any hesitation, flew around the room leaving haphazard gold curves everywhere, ......and chose Natsuhi from among those sitting at the table of the family conference, pulverizing the left half of her face. ","The golden arrow that had been readied there was fired off without any hesitation, flew around the room leaving haphazard gold loci everywhere, .........and chose Natsuhi from among those sitting at the table of the family conference, pulverizing the left half of her face.",そこに構えられた黄金の矢は何の躊躇いもなく放たれ、室内をでたらめな黄金の軌跡を残しながら飛び回り、………親族会議のテーブルに座した一同の中から、夏妃を選び、その顔面の左半分を粉砕した。,[=JP],"Золотая стрела, наложенная на тетиву и пущенная без всяких колебаний, пролетела по комнате, повсюду за собой оставляя след золотого изгиба... И среди всех, сидящих за столом, избрала Нацухи, разнеся ей левую половину лица.","O arco dourado prontamente disparou sem qualquer hesitação, voando ao redor da sala, deixando para trás fortuitas trilhas douradas por todo o local, .........e dentre aqueles sentados à mesa de jantar da conferência familiar, escolheu Natsuhi, pulverizando a parte esquerda de sua face.",在弦上的黄金之箭被毫不犹豫地射出，在室内留下了杂乱无章的黄金轨迹，飞来飞去，………然后它于坐在亲族会议桌边的众人中，选中了夏妃，粉碎了她的左半张脸。,在弦上的黃金之箭被毫不猶豫地射出，在室內留下了雜亂無章的黃金軌跡，飛來飛去，………然後它於坐在親族會議桌邊的眾人中，選中了夏妃，粉碎了她的左半張臉。,"La freccia dorata che era stata preparata fu scoccata senza alcuna esitazione, volteggiò per la stanza lasciando casuali loci dorati dappertutto... e scelse Natsuhi tra quelli seduti al tavolo della conferenza di famiglia, polverizzando la metà sinistra del suo volto.",[=UP],"La flecha dorada que había sido preparada fue disparada sin vacilar, voló por la habitación dejando un caótico locus dorado por todas partes, y escogió a Natsuhi de entre los que se sentaban en la mesa de la conferencia familiar, pulverizando la mitad de su cara.",ﺃُﻃﻠِﻖ ﺍﻟﺴﻬﻢ ﺍﻟﺬﻫﺒﻲ ﺍﻟﺬﻱ ﻛﺎﻥ ﻗﺪ ﺟُﻬِّﺰ ﻫﻨﺎﻙ ﺩﻭﻥ ﺃﻱ ﺗﺮﺩﺩ، ﻭﺣﻠﻖ ﻓﻲ ﺃﻧﺤﺎﺀ ﺍﻟﻐﺮﻓﺔ ﺗﺎﺭﻛﺎً ﻣﺴﺎﺭﺍﺕ ﺫﻫﺒﻴﺔ ﻋﺸﻮﺍﺋﻴﺔ ﻓﻲ ﻛﻞ ﻣﻜﺎﻥ، .........ﻭﻣﻦ ﺑﻴﻦ ﺍﻟﺠﺎﻟﺴﻴﻦ ﻋﻠﻰ ﻃﺎﻭﻟﺔ ﺍﻟﻤﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﻲ، ﺍﺧﺘﺎﺭ ﻧﺎﺗﺴﻮﻫﻲ، ﻭﺳﺤﻖ ﺍﻟﻨﺼﻒ ﺍﻷﻳﺴﺮ ﻣﻦ ﻭﺟﻬﻬﺎ.
,"Flesh and deep‐red blood splattered all around, leaving a massive amount of deep‐red spatter marks on the relatives' faces and the pure white tablecloth.","Flesh and deep-red blood scattered around, leaving massive red spatter marks on the relatives' faces and the pure white tablecloth. ","Flesh and deep-red blood scattered around, leaving massive amounts of deep-red spatter marks on the relatives' faces and the pure white tablecloth.",肉片と真っ赤な血飛沫が辺りに撒き散らされ、親族たちの顔と真っ白なテーブルクロスに真っ赤な飛沫を大量に残す。,[=JP],"Повсюду разлетелись плоть и тёмно красная кровь, оставив множество тёмно красных капельных отметин на лицах родственников и белоснежной скатерти.","Carne e sangue fresco, de vermelhidão profunda, se espalharam ao redor, deixando intensas quantias de respingos vermelhos nos rostos dos irmãos e também na alva toalha de mesa.",肉片与红色的血沫向四周飞溅开来，在亲族们的脸上与雪白的桌布上留下了大量鲜红的污迹。,肉片與紅色的血沫向四周飛濺開來，在親族們的臉上與雪白的桌布上留下了大量鮮紅的污跡。,"Carne e sangue rosso scuro si dispersero tutt'attorno, lasciando una grande quantità di schizzi di sangue sul volto dei parenti e sulla tovaglia di un bianco candido.",[=UP],"La carne y la roja sangre se extendieron, dejando marcas masivas de salpicaduras rojas en las caras de los familiares y el blanco mantel.",ﺗﻨﺎﺛﺮ ﺍﻟﻠﺤﻢ ﻭﺍﻟﺪﻡ ﺍﻷﺣﻤﺮ ﺍﻟﻘﺎﻧﻲ ﻓﻲ ﻛﻞ ﻣﻜﺎﻥ، ﺗﺎﺭﻛﺎً ﻛﻤﻴﺔ ﻫﺎﺋﻠﺔ ﻣﻦ ﺑﻘﻊ ﺍﻟﺪﻡ ﺍﻟﺤﻤﺮﺍﺀ ﺍﻟﻘﺎﻧﻴﺔ ﻋﻠﻰ ﻭﺟﻮﻩ ﺍﻷﻗﺎﺭﺏ ﻭﻣﻔﺮﺵ ﺍﻟﻤﺎﺋﺪﺓ ﻧﺎﺻﻊ ﺍﻟﺒﻴﺎﺽ.
,......There was silence.,...Silence fell. ,"......There was silence.",シン、……としていた。,[=JP],......Последовала тишина.,......Silêncio.,鸦雀无声。,鴉雀無聲。,... Ci fu silenzio.,[=UP],... Se hizo el silencio.,......ﺳﺎﺩ ﺍﻟﺼﻤﺖ.
,"Despite the massive number of deep‐red blotches left on the tablecloth, even still, .........no one could understand why Natsuhi's head was half smashed, nor why she was hanging her head as though she had dozed off in her chair, .........and they watched these events in silence.","Despite the massive number of deep-red spots left on the tablecloth, ......no one could understand why Natsuhi's head was half smashed, nor why she was hanging her head as though dozing while still sitting, ......and they watched on in silence. ","Even though there was a massive number of deep-red spots left on the tablecloth, .........no one could understand why Natsuhi's head was half smashed, nor why she was hanging her head as though dozing while still sitting, .........and they watched on in silence.",一同は、テーブルクロスに真っ赤な斑が大量に残されても、なお、この異常な、………夏妃が頭部を半壊させて、腰掛けたまま居眠りをするように頭を垂れるのを、………何が起こったのか理解できずに、沈黙して見守っていた。,[=JP],"И хотя на скатерти осталось много‐много тёмно красных пятен, никто не мог понять ни зачем Нацухи разнесли полголовы, ни почему она повесила голову, словно задремав сидя. И они сидели и смотрели в тишине.","Apesar do grande número de manchas deixadas na toalha de mesa, ainda assim, .........ninguém era capaz de compreender o motivo pelo qual a cabeça de Natsuhi havia sido esmagada, nem o porquê de sua cabeça estar pendurada, como se ela estivesse apenas tirando um cochilo na cadeira, .........e continuaram apenas a observar aquilo em silêncio.",尽管桌布上留下了一大片红斑，但大家还是没能搞懂，这异常的，………夏妃头部半毁，如坐着打瞌睡般地垂下了头，………是怎么一回事，只好默默地看着。,儘管桌布上留下了一大片紅斑，但大家還是沒能搞懂，這異常的，………夏妃頭部半毀，如坐著打瞌睡般地垂下了頭，………是怎麼一回事，只好默默地看著。,"Nonostante ci fu un gran numero di macchie rosse rimaste sulla tovaglia... nessuno riusciva a capire perché la testa di Natsuhi era stata mezza distrutta, e nemmeno perché stava chinando il capo come se stesse dormendo da seduta... e osservarono in silenzio.",[=UP],"A pesar del gran número de manchas rojas que quedaron en el mantel, nadie podía comprender por qué la cabeza de Natsuhi estaba tan destrozada, ni por qué colgaba su cabeza como si estuviera durmiendo mientras seguía sentada... y observaron en silencio.",ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺍﻟﻌﺪﺩ ﺍﻟﻬﺎﺋﻞ ﻣﻦ ﺍﻟﺒﻘﻊ ﺍﻟﺤﻤﺮﺍﺀ ﺍﻟﻘﺎﻧﻴﺔ ﺍﻟﺘﻲ ﺗﺮﻛﺖ ﻋﻠﻰ ﻣﻔﺮﺵ ﺍﻟﻤﺎﺋﺪﺓ، ﺣﺘﻰ ﻣﻊ ﺫﻟﻚ، .........ﻟﻢ ﻳﺴﺘﻄﻊ ﺃﺣﺪ ﺃﻥ ﻳﻔﻬﻢ ﻟﻤﺎﺫﺍ ﺗﻬﺸﻢ ﻧﺼﻒ ﺭﺃﺱ ﻧﺎﺗﺴﻮﻫﻲ، ﻭﻻ ﻟﻤﺎﺫﺍ ﻛﺎﻧﺖ ﺗﻄﺄﻃﺊ ﺭﺃﺳﻬﺎ ﻭﻛﺄﻧﻬﺎ ﻏﻔﺖ ﻓﻲ ﻛﺮﺳﻴﻬﺎ، .........ﻭﺷﺎﻫﺪﻭﺍ ﻫﺬﻩ ﺍﻷﺣﺪﺍﺙ ﻓﻲ ﺻﻤﺖ.
,"......Those sitting on the right‐hand side from Natsuhi were silent for a relatively long time, but those sitting on her left were not.","...Those sitting on Natsuhi's right-hand side were silent for a relatively long time, but those sitting to her left were not. ","......Those sitting on the right-hand side from Natsuhi were silent for a relatively long time, but those sitting on her left were not.",……夏妃より右側に座っていた者たちは比較的長く沈黙していたが、左側に座っていた者たちはそうはいかなかった。,[=JP],"......Сидящие справа от Нацухи сохраняли молчание относительно долгое время, иное дело сидящие слева.","......Aqueles sentados ao lado direito de Natsuhi ficaram em silêncio por um tempo relativamente longo, já aquelas sentados à sua esquerda, não.",……相较而言，坐在夏妃右侧的人保持了一段较长的沉默，不过坐在左侧的人就并非如此了。,……相較而言，坐在夏妃右側的人保持了一段較長的沉默，不過坐在左側的人就並非如此了。,"... Quelli seduti al lato destro di Natsuhi rimasero in silenzio per un periodo relativamente lungo, ma quelli seduti alla sua sinistra no.",[=UP],"... Los que se sentaban a la derecha de Natsuhi se mantuvieron callados durante un rato relativamente largo, pero no los que estaban a su izquierda.",......ﺃﻭﻟﺌﻚ ﺍﻟﺠﺎﻟﺴﻮﻥ ﻋﻠﻰ ﺍﻟﺠﺎﻧﺐ ﺍﻷﻳﻤﻦ ﻣﻦ ﻧﺎﺗﺴﻮﻫﻲ ﻇﻠﻮﺍ ﺻﺎﻣﺘﻴﻦ ﻟﻔﺘﺮﺓ ﻃﻮﻳﻠﺔ ﻧﺴﺒﻴﺎً، ﻟﻜﻦ ﺃﻭﻟﺌﻚ ﺍﻟﺠﺎﻟﺴﻴﻦ ﻋﻠﻰ ﻳﺴﺎﺭﻫﺎ ﻟﻢ ﻳﻔﻌﻠﻮﺍ.
,"......Because the people sitting on that side...had been shown how her head had been smashed open like a watermelon or a pomegranate, and could even see inside her......",...Because the people sitting on that side had been shown how her head had been smashed open like a watermelon or a pomegranate... and could even see inside her... ,"......Because the people sitting on that side had been shown how her head had been smashed open like a watermelon or a pomegranate, and could even see inside her......",……そちら側に座っていた人々は、彼女の頭部が叩き割られた西瓜か石榴のようになっている、その内側まで見せ付けられていたからだ……。,[=JP],"......Поскольку люди, сидящие на той стороне увидели, как её голову раскололи как арбуз или гранат, и даже могли заглянуть внутрь...","......Porque as pessoas sentadas daquele lado...presenciaram sua cabeça sendo esmagada e aberta, como uma melânica, ou quiçá uma romã, e podiam até mesmo ver seu interior......",……这是因为，坐在左侧的人，清清楚楚地看到了，犹如被劈开的西瓜、石榴般，完全暴露出内侧的她的头……。,……這是因為，坐在左側的人，清清楚楚地看到了，猶如被劈開的西瓜、石榴般，完全暴露出內側的她的頭……。,"... Perché le persone sedute da quella parte vedevano che la sua testa era stata fracassata come un'anguria o una melagrana, e potevano persino vedere dentro lei...",[=UP],... Porque los que estaban a su izquierda... habían visto cómo su cabeza había sido aplastada como una sandía o una granada.,......ﻷﻥ ﺍﻷﺷﺨﺎﺹ ﺍﻟﺠﺎﻟﺴﻴﻦ ﻋﻠﻰ ﺫﻟﻚ ﺍﻟﺠﺎﻧﺐ...ﻗﺪ ﺭﺃﻭﺍ ﻛﻴﻒ ﺗﻬﺸﻢ ﺭﺃﺳﻬﺎ ﻛﺒﻄﻴﺨﺔ ﺃﻭ ﺭﻣﺎﻧﺔ، ﻭﻛﺎﻥ ﺑﺈﻣﻜﺎﻧﻬﻢ ﺣﺘﻰ ﺭﺅﻳﺔ ﻣﺎ ﺑﺪﺍﺧﻠﻬﺎ......
Ushiromiya Krauss,"""Na......tsuhi............""","""Na...tsuhi......"" ","""Na, ......tsuhi............""",「な、……つひ…………、」,[=JP],"""На... цухи...""",[=UP],「夏、……妃…………、」,[=CN],"""Na... tsuhi...""",[=UP],"""Natsuhi...""","""ﻧﺎ......ﺗﺴﻮﻫﻲ............"""
Ushiromiya Kinzo,"""......That's one. Natsuhi, I see. A luckless woman to the end. ......Next!""","""...One down. Natsuhi, is it? A luckless woman to the end. ...Next!"" ","""......The first one.  Natsuhi was it?  A luckless woman to the end.  ......Next!""",「……まずは１人。夏妃か、最後まで運のない女だ。……次ッ！」,[=JP],"""......Первая. Нацухи, значит? Невезучая женщина до самого конца. ......Следующий!""","""......Foi a primeira. A Natsuhi, é? Uma mulher sem sorte até o fim de sua vida. ......Próximo!""",「……先是一人。夏妃么，直到最后，都是个没运气的女人呢。……继续！」,「……先是一人。夏妃麼，直到最後，都是個沒運氣的女人呢。……繼續！」,"""... La prima. È stata Natsuhi? Una donna sfortunata fino alla fine. ... Il prossimo!""",[=UP],"""... La primera. Natsuhi, ¿verdad? Una mujer desafortunada hasta el final. ¡Siguiente!""","""......ﻫﺬﻩ ﻭﺍﺣﺪﺓ. ﻧﺎﺗﺴﻮﻫﻲ ﺇﺫﻥ، ﻳﺎ ﻟﻬﺎ ﻣﻦ ﺍﻣﺮﺃﺓ ﻏﻴﺮ ﻣﺤﻈﻮﻇﺔ ﺣﺘﻰ ﺁﺧﺮ ﺭﻣﻖ. ......ﺍﻟﺘﺎﻟﻲ!"""
