Speaker,Steam (ST)
Ushiromiya Rosa,"""...If we gave Krauss nii-san his share, we'd each have a share of 5 billion. Subtract the 300 million from the card, and the rest of my share is 4.7 billion. ...If you agree to pay that much to me, then you can do whatever you want with this mountain of gold."" "
Ushiromiya Eva,"""What do you think you're saying?! So, you don't intend to cooperate?!"" "
Ushiromiya Rosa,"""Nee-san, please calm down and listen. This plan will let both of us leave with the maximum amount of money."" "
Ushiromiya Eva,"""Wh-What...?!?!"" "
Ushiromiya Rosa,"""I want you to go to the police and turn yourself in, admitting that you got into a scuffle and the gun went off."" "
Ushiromiya Eva,"""A-Are you crazy?! I don't want to go to the police!!!"" "
Ushiromiya Rosa,"""Of course, we don't want to say that the crime happened here. The police would find the gold. ...Yes, how about the rose garden? It's pouring rain now, so the police probably won't find any contradictions at the crime scene."" "
Ushiromiya Rosa,"""I'll let you think of an excuse for why you and Nii-san started fighting while you were holding guns in the rainy rose garden. ...Please, don't try to get us and our shares involved just because you want to hide your own crime."" "
Ushiromiya Eva,"""R-Rosaaaaaaaaaaaaaaaaaaaaaa!!!"" "
Ushiromiya Rosa,"""It's not so bad, right? After all, it's not like they'll keep you in jail for several decades. It was an accident, right? You'll be able to get out after just a few years. ...When you've paid for your sins and come back, then you can do whatever you want with your 5 billion."" "
Ushiromiya Eva,"""No, I'd never do that!! What would happen if we were arrested?! What would happen to my husband's company?!"" "
Ushiromiya Rosa,"""Who cares about the company? With 5 billion yen, working any longer would just be a waste of time, right?"" "
,Rosa had never intended to go along with Eva's proposal. 
,"If it was a question of maximizing each person's portion, no one had anything to gain from an explosion accident. "
,An explosion would conceal Krauss and Natsuhi's deaths. ...And it would serve no further purpose. 
,"From Rosa's perspective, the ideal outcome would be for them to confess to their crimes, without any unnecessary tricks. "
,All she wanted was to change the crime scene from here to a different place. 
,"However, Eva didn't want to be arrested. "
,"She didn't like having her share shrink from 5 billion to 300 million, but even that was more than enough to cover the amount she had been trying to wring out of Krauss in the first place. "
,"She wanted to hide what had happened here, even if it meant blowing away 4.7 billion yen. "
,What would happen if they were arrested? 
,"The life, the company and the trust that Eva had worked so long to build...were things that couldn't be bought back with money. "
,"So, she wanted to hide Krauss and Natsuhi's deaths, even if it meant blowing up all 4.7 billion yen worth of her gold...! "
,"But from Rosa's perspective, that was just irrational nonsense. "
Ushiromiya Eva,"""R-Rosaaaaaaaaaaaaa!!"" "
Ushiromiya Rosa,"""What do you think you're doing with that gun, Nee-san? ...Are you going to have me die in the explosion too? That'll make finding an excuse even harder. In fact, it'll make it harder to explain away the other two deaths as accidents too..."" "
Ushiromiya Rosa,"""Three whole deaths means it'll be quite a large-scale crime. ...It would probably get you the death penalty. Or life in prison, if you're lucky. Even in the best case, you'll probably be put away for more than a decade, right?"" "
Ushiromiya Rosa,"""Turn yourself in. If you do, this will be no more than a pair of unfortunate accidents. Of course, your jail term won't be too terrible either. ...Don't worry about George-kun. We'll take good care of him. And we'll make sure that your entire share of 5 billion yen is waiting for you when you get back."" "
,Eva ground her teeth and glared. 
,"The Rosa she knew should've been shaking and obeying her commands. And yet, ...Rosa wasn't scared. "
,"Her blank expression... no, that faint smile...was one that Eva had never seen before. "
Ushiromiya Rosa,"""Put the gun down, Nee-san. Once you calm down, you'll see that my plan is the best one. ...Jail isn't so bad, right? Think of it as a financial strategy."" "
Ushiromiya Rosa,"""Even if they put you in for ten years, there will be 5 billion waiting for you when you get out. That's like working for a 500 million yen salary, right? If you think of it that way, won't you enjoy your job more?"" "
Ushiromiya Eva,"""Liar!!! You just want to steal my share away while I'm in there!! Like your man did to you!!!"" "
Ushiromiya Rosa,"""H-He has nothing to do with this, okay?!?! I won't run away... I'd never run away with someone's money... ...Ooohhh, ...I'll never do iiiiiiiiiiiit!!!"" "
,"Rosa's once-frigid face was filled with rage. The two howling people pointed their guns at each other, shouting insults... "
,You could smell the gold room's reaper slinking closer. 
,"The smell of gunpowder, the explosive smell of death, ...filled the room... "
,*drip*. 
,A bubble of blood dripped from Rosa's mouth. 
,"Then, ...she fell over lifelessly, like a mannequin someone had pushed over. "
Ushiromiya Hideyoshi,"""...E-Eva...?!"" "
Ushiromiya Eva,"""...I-It wasn't me! I swear I didn't even pull the trigger!"" "
Ushiromiya Kyrie,"""......The round in the chamber of your gun was spent when you fired at Natsuhi-san, right...? You never reloaded, so even if you pull the trigger, that gun won't kill anyone. Have no fear."" "
,"As Kyrie said this, she maneuvered the lever action with a practiced hand, and a smoke-smelling shell casing was ejected... "
,"It hit the floor with a small, metallic sound. That tiny sound had a disturbing ring to it... "
Ushiromiya Kyrie,"""Rosa-san's analysis was a little naive. ...She has no idea how difficult it would be to exchange this many unmarked gold ingots for money."" "
Ushiromiya Rudolf,"""...Back in Dad's day, even just showing this gold to get funding was enough to create the massive rumor called the Ushiromiya Legend of the Gold. ...Exchanging this for cash is impossible. A pile of gold you can't use is no better than a pile of crap."" "
Ushiromiya Kyrie,"""""10 tons of gold were exchanged for cash on the black market, and the Successor and his wife died mysterious deaths."" Expecting that to go unnoticed is what's really unbelievable. ...We don't want to get the police involved. We'll blow up this island and destroy all the evidence. If it's tough parting with the gold, feel free to grab as much as you can hold. The billion yen on the cash card is more than enough. ...In other words, Eva nee-san was right."" "
Ushiromiya Eva,"""I......I'm glad... ...It looks like we're on the same page... ...I-If the police get involved, who knows what might happen? It's the same with cashing in the gold. I'm sure that would have tripped us up somewhere, so we had no choice...!!"" "
Ushiromiya Eva,"""The 1 billion that woman over there exchanged for cash is the only money we'll be able to get our hands on! And even splitting that billion, it'll be more than enough for what we need...! On top of that, now that Rosa is dead, our shares have increased even more...! We can each leave this island with 500 million...!"" "
Ushiromiya Kyrie,"""Exactly. As long as we don't let our greedy desire to cash in the gold control us, ...we can pretend that everything that occurred on this island never happened. We have a way to do that right here."" "
,"By this point, neither deaths from accidental discharges nor shooting murders meant anything on this island. "
,Everything would be erased equally by the explosion accident. 
,"No matter what happened between now and midnight the next day, everything would be rewritten. "
Ushiromiya Eva,"""...And you told me...to turn myself in?! Stupid Rosa...! You weren't satisfied with just 300 million? This is what you get for being too greedy... ...Y-You brought this upon yourself..."" "
Ushiromiya Hideyoshi,"""But Kyrie-san, ...there was no need to shoot her, right...? Even Rosa-san would've figured it out if you'd just told her..."" "
Ushiromiya Kyrie,"""I did need to shoot her. After all, Rosa-san's the only one who didn't fire her gun."" "
Ushiromiya Hideyoshi,"""...What does that matter...?"" "
Ushiromiya Kyrie,"""The guns lying at your feet are Krauss nii-san's and Eva nee-san's. Both of those have been fired. However, Rosa-san's gun can shoot if you just pull the trigger. It's hard to reload one of these if you aren't used to a lever action. An amateur would have some trouble pulling it off."" "
Ushiromiya Eva,"""Kyrie-san, what are you talking about...?"" "
Ushiromiya Hideyoshi,"""Y-You...!!"" "
,They finally realized what Kyrie meant. 
,"""Rosa had the only gun that could still fire, so I shot her first."" "
,"Oh, how foolish we were... Why didn't we realize sooner? "
,Even though we knew there's a mechanism for erasing everything that happens on this island... 
,Eva and Hideyoshi hurried to pick up the guns that lay at their feet. 
